mm_id,entity_id,traj_id,rid_list,time_list
9715014,12046,54,"31643,11846,1093,3025,1095,885,4462,39115,5161,2596,23446,30586,30583,30579,23442,3050,3044,1011,3707,1957,34389,26281,12900,14992,13070,1954","2015-11-01T19:38:04Z,2015-11-01T19:38:40Z,2015-11-01T19:38:51Z,2015-11-01T19:41:40Z,2015-11-01T19:41:51Z,2015-11-01T19:42:26Z,2015-11-01T19:42:27Z,2015-11-01T19:42:30Z,2015-11-01T19:42:51Z,2015-11-01T19:43:24Z,2015-11-01T19:43:27Z,2015-11-01T19:43:51Z,2015-11-01T19:44:01Z,2015-11-01T19:44:19Z,2015-11-01T19:44:19Z,2015-11-01T19:44:44Z,2015-11-01T19:44:46Z,2015-11-01T19:44:51Z,2015-11-01T19:45:51Z,2015-11-01T19:47:51Z,2015-11-01T19:47:54Z,2015-11-01T19:48:34Z,2015-11-01T19:48:51Z,2015-11-01T19:49:38Z,2015-11-01T19:49:51Z,2015-11-01T19:51:51Z"
378981,484,122,"26280,2096,13002,13120,5900,3757,21445,22992,30630,15077,4490,19427,19428,4492,4933,4493,3727,3730,27168,27173,19430,22929,3723,2970,22931,2968","2015-11-03T23:06:41Z,2015-11-03T23:06:55Z,2015-11-03T23:07:22Z,2015-11-03T23:07:41Z,2015-11-03T23:08:13Z,2015-11-03T23:08:22Z,2015-11-03T23:08:24Z,2015-11-03T23:08:33Z,2015-11-03T23:08:50Z,2015-11-03T23:09:09Z,2015-11-03T23:10:21Z,2015-11-03T23:10:26Z,2015-11-03T23:10:34Z,2015-11-03T23:10:41Z,2015-11-03T23:10:59Z,2015-11-03T23:11:11Z,2015-11-03T23:11:24Z,2015-11-03T23:11:41Z,2015-11-03T23:11:42Z,2015-11-03T23:11:58Z,2015-11-03T23:12:07Z,2015-11-03T23:12:13Z,2015-11-03T23:12:16Z,2015-11-03T23:12:17Z,2015-11-03T23:12:20Z,2015-11-03T23:12:42Z"
1369141,1709,69,"28922,28896,32825,32760,6088,32764,25341,25345,14059,34284,34280,2691,20481,20482,2888,1940,21561,17265,16530,16527,16485,16482,2619,2621,21546,3945,21500,21497,3952","2015-11-05T07:27:06Z,2015-11-05T07:27:46Z,2015-11-05T07:28:21Z,2015-11-05T07:29:13Z,2015-11-05T07:29:52Z,2015-11-05T07:30:31Z,2015-11-05T07:30:34Z,2015-11-05T07:30:52Z,2015-11-05T07:30:57Z,2015-11-05T07:31:04Z,2015-11-05T07:31:15Z,2015-11-05T07:31:18Z,2015-11-05T07:31:30Z,2015-11-05T07:31:36Z,2015-11-05T07:31:46Z,2015-11-05T07:31:52Z,2015-11-05T07:32:37Z,2015-11-05T07:34:10Z,2015-11-05T07:34:51Z,2015-11-05T07:35:01Z,2015-11-05T07:35:52Z,2015-11-05T07:36:04Z,2015-11-05T07:36:52Z,2015-11-05T07:37:48Z,2015-11-05T07:37:52Z,2015-11-05T07:38:34Z,2015-11-05T07:38:52Z,2015-11-05T07:39:02Z,2015-11-05T07:39:52Z"
14019788,17268,347,"33833,8244,8245,17759,19534,17760,34729,17767,17786,17790,8207,17780,17781,17784,5210,19579,19577,20100,19745,2626,2628,28668,19742,2630,3949,2426,21514,21517,4538,21520,27832,21523,21527,21531,21534,21538,19769,3435,2614,19794,21545,19884,14680,2432,14854,16403,21548,7494,7963,25209,14542,7048,14523","2015-11-06T01:59:39Z,2015-11-06T01:59:50Z,2015-11-06T02:00:04Z,2015-11-06T02:00:09Z,2015-11-06T02:00:39Z,2015-11-06T02:00:49Z,2015-11-06T02:00:52Z,2015-11-06T02:00:54Z,2015-11-06T02:01:01Z,2015-11-06T02:01:05Z,2015-11-06T02:01:09Z,2015-11-06T02:01:23Z,2015-11-06T02:01:50Z,2015-11-06T02:01:57Z,2015-11-06T02:02:20Z,2015-11-06T02:02:25Z,2015-11-06T02:02:39Z,2015-11-06T02:03:03Z,2015-11-06T02:03:08Z,2015-11-06T02:03:09Z,2015-11-06T02:03:28Z,2015-11-06T02:03:39Z,2015-11-06T02:04:08Z,2015-11-06T02:04:09Z,2015-11-06T02:04:33Z,2015-11-06T02:04:38Z,2015-11-06T02:04:39Z,2015-11-06T02:04:49Z,2015-11-06T02:04:50Z,2015-11-06T02:04:52Z,2015-11-06T02:05:03Z,2015-11-06T02:05:09Z,2015-11-06T02:05:13Z,2015-11-06T02:05:15Z,2015-11-06T02:05:16Z,2015-11-06T02:05:19Z,2015-11-06T02:05:35Z,2015-11-06T02:05:36Z,2015-11-06T02:05:37Z,2015-11-06T02:05:38Z,2015-11-06T02:05:42Z,2015-11-06T02:06:03Z,2015-11-06T02:06:09Z,2015-11-06T02:06:20Z,2015-11-06T02:06:22Z,2015-11-06T02:06:23Z,2015-11-06T02:06:53Z,2015-11-06T02:06:56Z,2015-11-06T02:07:01Z,2015-11-06T02:07:09Z,2015-11-06T02:07:39Z,2015-11-06T02:08:09Z,2015-11-06T02:09:39Z"
8736837,10802,188,"37852,6667,23973,6666,20414,4012,14767,6644,14657","2015-11-05T17:38:56Z,2015-11-05T17:39:06Z,2015-11-05T17:39:27Z,2015-11-05T17:39:34Z,2015-11-05T17:39:37Z,2015-11-05T17:40:06Z,2015-11-05T17:41:06Z,2015-11-05T17:41:36Z,2015-11-05T17:42:06Z"
14214689,17513,31,"10894,2518,4100,10801,4098,5060,5058,11240,39339,10615,26429,39321,2057,38273,39346,7366,39342,2053,36092,6825,20941,12674,5903,19243,19241","2015-11-03T08:12:59Z,2015-11-03T08:13:13Z,2015-11-03T08:13:29Z,2015-11-03T08:13:42Z,2015-11-03T08:13:52Z,2015-11-03T08:14:20Z,2015-11-03T08:14:32Z,2015-11-03T08:14:50Z,2015-11-03T08:15:01Z,2015-11-03T08:15:17Z,2015-11-03T08:15:32Z,2015-11-03T08:15:33Z,2015-11-03T08:15:36Z,2015-11-03T08:15:39Z,2015-11-03T08:15:49Z,2015-11-03T08:15:56Z,2015-11-03T08:15:59Z,2015-11-03T08:16:36Z,2015-11-03T08:16:36Z,2015-11-03T08:16:51Z,2015-11-03T08:17:23Z,2015-11-03T08:17:36Z,2015-11-03T08:18:30Z,2015-11-03T08:18:33Z,2015-11-03T08:18:36Z"
11629781,14350,41,"4383,13964,10282,13975,34742,3609,17874,3606,3386,16584,10023,10238,9915,3385,6926,36123,15796,15800,25038,15806,3374,13158,13186,3407,3585,6728,23918,3423,19549,38907,43,45,47,6774,8231,5169","2015-11-02T11:18:40Z,2015-11-02T11:18:49Z,2015-11-02T11:19:02Z,2015-11-02T11:19:11Z,2015-11-02T11:19:23Z,2015-11-02T11:19:27Z,2015-11-02T11:19:38Z,2015-11-02T11:19:55Z,2015-11-02T11:20:06Z,2015-11-02T11:20:08Z,2015-11-02T11:20:26Z,2015-11-02T11:20:40Z,2015-11-02T11:20:57Z,2015-11-02T11:21:08Z,2015-11-02T11:21:18Z,2015-11-02T11:21:19Z,2015-11-02T11:21:27Z,2015-11-02T11:21:48Z,2015-11-02T11:21:59Z,2015-11-02T11:22:07Z,2015-11-02T11:22:47Z,2015-11-02T11:23:31Z,2015-11-02T11:24:07Z,2015-11-02T11:24:33Z,2015-11-02T11:24:35Z,2015-11-02T11:24:46Z,2015-11-02T11:24:58Z,2015-11-02T11:25:07Z,2015-11-02T11:26:02Z,2015-11-02T11:26:07Z,2015-11-02T11:27:04Z,2015-11-02T11:27:07Z,2015-11-02T11:27:40Z,2015-11-02T11:27:53Z,2015-11-02T11:28:05Z,2015-11-02T11:28:15Z"
12908113,15901,230,"4042,6018,6012,6009,4035,18589,18592,18594,25748,18595,21772,25741,21776,20972,22608,20968","2015-11-06T19:25:12Z,2015-11-06T19:26:05Z,2015-11-06T19:27:05Z,2015-11-06T19:29:05Z,2015-11-06T19:29:55Z,2015-11-06T19:29:57Z,2015-11-06T19:29:58Z,2015-11-06T19:30:35Z,2015-11-06T19:31:05Z,2015-11-06T19:32:02Z,2015-11-06T19:32:05Z,2015-11-06T19:33:35Z,2015-11-06T19:34:05Z,2015-11-06T19:34:35Z,2015-11-06T19:35:05Z,2015-11-06T19:36:05Z"
15124200,18648,98,"13153,20341,57,3581,20317,25040,3583,37996,23920,3584,3587,6731,1144,20433,6720,6707","2015-11-02T16:49:04Z,2015-11-02T16:49:16Z,2015-11-02T16:50:06Z,2015-11-02T16:50:11Z,2015-11-02T16:50:16Z,2015-11-02T16:50:46Z,2015-11-02T16:52:46Z,2015-11-02T16:53:16Z,2015-11-02T16:53:46Z,2015-11-02T16:55:31Z,2015-11-02T16:55:46Z,2015-11-02T16:58:13Z,2015-11-02T16:58:16Z,2015-11-02T16:58:19Z,2015-11-02T16:59:46Z,2015-11-02T17:00:16Z"
495161,642,57,"20048,20045,6178,17553,851,879,847,16687,17530,18874,16689,18880,34029,22767,33864,33860,16694,31668,16588,477,2299,478,28502,479,18069,2438,272,18071,17131,8719,905,8532,20554,20575,4030","2015-11-03T00:33:21Z,2015-11-03T00:33:51Z,2015-11-03T00:34:07Z,2015-11-03T00:35:07Z,2015-11-03T00:35:32Z,2015-11-03T00:36:01Z,2015-11-03T00:36:26Z,2015-11-03T00:36:30Z,2015-11-03T00:36:31Z,2015-11-03T00:36:31Z,2015-11-03T00:36:33Z,2015-11-03T00:36:44Z,2015-11-03T00:36:47Z,2015-11-03T00:36:56Z,2015-11-03T00:37:01Z,2015-11-03T00:37:01Z,2015-11-03T00:37:04Z,2015-11-03T00:37:21Z,2015-11-03T00:37:29Z,2015-11-03T00:37:37Z,2015-11-03T00:37:39Z,2015-11-03T00:37:53Z,2015-11-03T00:38:01Z,2015-11-03T00:38:01Z,2015-11-03T00:38:04Z,2015-11-03T00:38:25Z,2015-11-03T00:39:01Z,2015-11-03T00:40:00Z,2015-11-03T00:40:25Z,2015-11-03T00:40:39Z,2015-11-03T00:40:41Z,2015-11-03T00:40:44Z,2015-11-03T00:40:47Z,2015-11-03T00:40:49Z,2015-11-03T00:41:00Z"
9175682,11355,63,"23179,21136,24358,24362,24360,24361,20712,33164,31346,20709,33796,29021,25221,23561,29403,30741,30736,30734,29432,30732,30738,30742,23554,21969,16722","2015-11-02T10:37:52Z,2015-11-02T10:37:57Z,2015-11-02T10:38:02Z,2015-11-02T10:38:38Z,2015-11-02T10:38:41Z,2015-11-02T10:38:44Z,2015-11-02T10:38:57Z,2015-11-02T10:39:31Z,2015-11-02T10:39:43Z,2015-11-02T10:39:57Z,2015-11-02T10:41:00Z,2015-11-02T10:41:23Z,2015-11-02T10:41:35Z,2015-11-02T10:41:57Z,2015-11-02T10:42:17Z,2015-11-02T10:42:30Z,2015-11-02T10:42:48Z,2015-11-02T10:42:57Z,2015-11-02T10:43:15Z,2015-11-02T10:43:33Z,2015-11-02T10:43:41Z,2015-11-02T10:43:59Z,2015-11-02T10:44:21Z,2015-11-02T10:44:33Z,2015-11-02T10:44:57Z"
370201,473,331,"72,20589,26420,80,12035,87,77,13764,18132,13763,1459,18127,18075,18068,177,20127,20225,20309,20305,20246,20284,20279,20255,17058,17054,17035,7175,38380,7167,7149,38367,7170,7160,7151,17028,7145,17037,17041,16973","2015-11-06T20:10:44Z,2015-11-06T20:11:03Z,2015-11-06T20:12:03Z,2015-11-06T20:13:47Z,2015-11-06T20:15:03Z,2015-11-06T20:16:03Z,2015-11-06T20:16:36Z,2015-11-06T20:16:45Z,2015-11-06T20:16:53Z,2015-11-06T20:16:54Z,2015-11-06T20:17:16Z,2015-11-06T20:17:23Z,2015-11-06T20:17:42Z,2015-11-06T20:17:49Z,2015-11-06T20:18:28Z,2015-11-06T20:18:29Z,2015-11-06T20:18:59Z,2015-11-06T20:19:03Z,2015-11-06T20:20:51Z,2015-11-06T20:20:55Z,2015-11-06T20:21:00Z,2015-11-06T20:21:03Z,2015-11-06T20:22:08Z,2015-11-06T20:22:39Z,2015-11-06T20:22:40Z,2015-11-06T20:22:53Z,2015-11-06T20:22:56Z,2015-11-06T20:22:59Z,2015-11-06T20:22:59Z,2015-11-06T20:23:00Z,2015-11-06T20:23:00Z,2015-11-06T20:23:03Z,2015-11-06T20:23:34Z,2015-11-06T20:23:47Z,2015-11-06T20:24:03Z,2015-11-06T20:24:32Z,2015-11-06T20:24:39Z,2015-11-06T20:24:50Z,2015-11-06T20:25:03Z"
9455877,11724,421,"22463,12016,2842,2839,2838,1204,21924,39820,39822,39825,36239,36254,24220,39807,39810,36290,24611","2015-11-07T22:25:03Z,2015-11-07T22:25:18Z,2015-11-07T22:25:37Z,2015-11-07T22:25:53Z,2015-11-07T22:26:10Z,2015-11-07T22:26:17Z,2015-11-07T22:26:27Z,2015-11-07T22:27:00Z,2015-11-07T22:27:01Z,2015-11-07T22:27:02Z,2015-11-07T22:27:07Z,2015-11-07T22:27:10Z,2015-11-07T22:28:10Z,2015-11-07T22:28:44Z,2015-11-07T22:28:46Z,2015-11-07T22:28:47Z,2015-11-07T22:29:10Z"
10734484,13273,48,"9032,1431,29491,33779,33776,33774,665,1440","2015-11-01T18:18:44Z,2015-11-01T18:20:26Z,2015-11-01T18:20:50Z,2015-11-01T18:21:47Z,2015-11-01T18:21:50Z,2015-11-01T18:22:04Z,2015-11-01T18:22:35Z,2015-11-01T18:23:50Z"
3496759,4306,187,"28207,16891,16889,871,16882,16884,16886,6841,14186,14200,2859,2864,1504,18766,1780,222,22007,22010,22013","2015-11-06T04:29:31Z,2015-11-06T04:29:42Z,2015-11-06T04:29:43Z,2015-11-06T04:29:44Z,2015-11-06T04:29:48Z,2015-11-06T04:29:49Z,2015-11-06T04:29:50Z,2015-11-06T04:30:07Z,2015-11-06T04:30:20Z,2015-11-06T04:30:50Z,2015-11-06T04:31:02Z,2015-11-06T04:31:16Z,2015-11-06T04:31:19Z,2015-11-06T04:31:20Z,2015-11-06T04:32:20Z,2015-11-06T04:33:18Z,2015-11-06T04:33:20Z,2015-11-06T04:33:54Z,2015-11-06T04:34:20Z"
13119489,16165,55,"28457,31246,21895,19469,19468,21884,25616,19465,25593,39713,19463,39706,3439,15876,3392,38914,573,35385,578,572,25471,25473,22711,110,1588,108,15871,15858,3983,1679,30472,38298,38293,1539,38251,9364,28719,38290,38285,31,20870,30,39377,39381,39371,26879,38885,25035,9970,25701,4741,17832,677,4728,4732,10220","2015-11-03T14:17:51Z,2015-11-03T14:18:15Z,2015-11-03T14:20:13Z,2015-11-03T14:20:25Z,2015-11-03T14:20:33Z,2015-11-03T14:20:43Z,2015-11-03T14:20:57Z,2015-11-03T14:20:58Z,2015-11-03T14:21:13Z,2015-11-03T14:21:43Z,2015-11-03T14:22:16Z,2015-11-03T14:22:46Z,2015-11-03T14:23:13Z,2015-11-03T14:23:43Z,2015-11-03T14:24:02Z,2015-11-03T14:24:10Z,2015-11-03T14:24:13Z,2015-11-03T14:24:43Z,2015-11-03T14:25:13Z,2015-11-03T14:26:43Z,2015-11-03T14:27:43Z,2015-11-03T14:28:13Z,2015-11-03T14:28:42Z,2015-11-03T14:28:43Z,2015-11-03T14:31:30Z,2015-11-03T14:32:43Z,2015-11-03T14:33:06Z,2015-11-03T14:33:13Z,2015-11-03T14:33:25Z,2015-11-03T14:33:31Z,2015-11-03T14:33:38Z,2015-11-03T14:33:47Z,2015-11-03T14:33:48Z,2015-11-03T14:33:55Z,2015-11-03T14:33:58Z,2015-11-03T14:34:07Z,2015-11-03T14:34:13Z,2015-11-03T14:36:05Z,2015-11-03T14:36:13Z,2015-11-03T14:37:12Z,2015-11-03T14:37:13Z,2015-11-03T14:39:43Z,2015-11-03T14:42:13Z,2015-11-03T14:44:13Z,2015-11-03T14:45:13Z,2015-11-03T14:51:43Z,2015-11-03T14:53:45Z,2015-11-03T14:54:13Z,2015-11-03T14:54:40Z,2015-11-03T14:54:50Z,2015-11-03T14:54:58Z,2015-11-03T14:55:13Z,2015-11-03T14:55:16Z,2015-11-03T14:55:43Z,2015-11-03T14:56:34Z,2015-11-03T14:57:13Z"
5671258,7003,31,"30870,35188,3535,22597,1732,3537,6184,12316","2015-11-02T12:15:45Z,2015-11-02T12:16:29Z,2015-11-02T12:17:59Z,2015-11-02T12:18:02Z,2015-11-02T12:18:10Z,2015-11-02T12:18:30Z,2015-11-02T12:19:28Z,2015-11-02T12:19:30Z"
11269281,13913,143,"5644,2448,20571,20576,39356,39358,39359,39367,20558,20566,5634,20567,5638,20569,20619,1161,25457,20577","2015-11-04T22:52:57Z,2015-11-04T22:54:36Z,2015-11-04T22:55:01Z,2015-11-04T22:55:10Z,2015-11-04T22:55:57Z,2015-11-04T22:56:06Z,2015-11-04T22:56:14Z,2015-11-04T22:56:33Z,2015-11-04T22:56:57Z,2015-11-04T22:57:57Z,2015-11-04T22:58:09Z,2015-11-04T22:58:17Z,2015-11-04T22:58:43Z,2015-11-04T22:58:52Z,2015-11-04T22:58:54Z,2015-11-04T22:58:57Z,2015-11-04T22:59:20Z,2015-11-04T22:59:57Z"
14276772,17595,237,"9528,1612,1608,1610,18248,18239,653,18220,134,9286","2015-11-05T06:36:51Z,2015-11-05T06:38:08Z,2015-11-05T06:38:31Z,2015-11-05T06:38:54Z,2015-11-05T06:39:03Z,2015-11-05T06:39:05Z,2015-11-05T06:39:06Z,2015-11-05T06:39:08Z,2015-11-05T06:39:59Z,2015-11-05T06:40:08Z"
1675553,2082,117,"29794,29791,29564,22235,22230","2015-11-03T14:32:01Z,2015-11-03T14:32:18Z,2015-11-03T14:33:18Z,2015-11-03T14:33:53Z,2015-11-03T14:34:18Z"
4749941,5883,127,"18822,14397,14412,1984,1993,14371,2037,14367,14374,14368,14385,18819,12984,12808,39394,18832,2094,26279,13095","2015-11-03T21:04:20Z,2015-11-03T21:05:12Z,2015-11-03T21:05:20Z,2015-11-03T21:05:29Z,2015-11-03T21:06:15Z,2015-11-03T21:06:16Z,2015-11-03T21:06:29Z,2015-11-03T21:06:59Z,2015-11-03T21:07:29Z,2015-11-03T21:07:58Z,2015-11-03T21:08:05Z,2015-11-03T21:08:09Z,2015-11-03T21:08:10Z,2015-11-03T21:08:28Z,2015-11-03T21:08:54Z,2015-11-03T21:08:58Z,2015-11-03T21:09:29Z,2015-11-03T21:09:58Z,2015-11-03T21:10:58Z"
3288432,4057,171,"1400,5665,5670,27775,20222,6485,27792,1392,38808,20149,1408","2015-11-05T16:46:56Z,2015-11-05T16:47:47Z,2015-11-05T16:49:51Z,2015-11-05T16:51:30Z,2015-11-05T16:51:37Z,2015-11-05T16:51:44Z,2015-11-05T16:51:51Z,2015-11-05T16:52:35Z,2015-11-05T16:52:54Z,2015-11-05T16:53:49Z,2015-11-05T16:53:51Z"
1949321,2413,31,"27788,20119,20143,20148,20887,36349,22224,20177,30177","2015-11-07T17:32:05Z,2015-11-07T17:32:18Z,2015-11-07T17:34:01Z,2015-11-07T17:34:04Z,2015-11-07T17:35:11Z,2015-11-07T17:37:12Z,2015-11-07T17:40:36Z,2015-11-07T17:40:44Z,2015-11-07T17:42:13Z"
10915487,13491,8,"8302,8304,21088,34959,21100,2885,21097,24554,2878","2015-11-01T13:12:45Z,2015-11-01T13:13:22Z,2015-11-01T13:13:47Z,2015-11-01T13:14:22Z,2015-11-01T13:14:58Z,2015-11-01T13:15:22Z,2015-11-01T13:16:22Z,2015-11-01T13:17:17Z,2015-11-01T13:17:22Z"
4140409,5086,195,"36359,24705,1404,1407,6980,20144,6982,6984","2015-11-05T17:38:08Z,2015-11-05T17:39:53Z,2015-11-05T17:40:14Z,2015-11-05T17:41:32Z,2015-11-05T17:42:14Z,2015-11-05T17:42:44Z,2015-11-05T17:43:14Z,2015-11-05T17:44:14Z"
876817,1107,316,"36651,32621,33228,1376,22161,22158,26211,31578","2015-11-07T14:35:37Z,2015-11-07T14:36:32Z,2015-11-07T14:37:02Z,2015-11-07T14:37:07Z,2015-11-07T14:37:23Z,2015-11-07T14:37:31Z,2015-11-07T14:37:32Z,2015-11-07T14:38:32Z"
15810936,19520,175,"63,16596,16600,16603,12402,19142,16610,16615,19144,21472,20982,20983,6202,6194,20987,20996","2015-11-07T15:40:26Z,2015-11-07T15:40:44Z,2015-11-07T15:40:49Z,2015-11-07T15:41:32Z,2015-11-07T15:41:37Z,2015-11-07T15:41:42Z,2015-11-07T15:42:19Z,2015-11-07T15:42:50Z,2015-11-07T15:43:00Z,2015-11-07T15:43:01Z,2015-11-07T15:43:03Z,2015-11-07T15:43:20Z,2015-11-07T15:43:20Z,2015-11-07T15:44:16Z,2015-11-07T15:44:18Z,2015-11-07T15:44:20Z"
3022627,3734,181,"6497,6499,22988,6498,6519,6517,5761,3499,34882,19372,520,522,523,19377,525,18152,527,528,1875,19390","2015-11-05T14:11:22Z,2015-11-05T14:11:26Z,2015-11-05T14:11:29Z,2015-11-05T14:11:33Z,2015-11-05T14:12:22Z,2015-11-05T14:12:44Z,2015-11-05T14:12:54Z,2015-11-05T14:12:56Z,2015-11-05T14:13:03Z,2015-11-05T14:13:17Z,2015-11-05T14:13:22Z,2015-11-05T14:13:36Z,2015-11-05T14:14:22Z,2015-11-05T14:14:35Z,2015-11-05T14:16:23Z,2015-11-05T14:20:08Z,2015-11-05T14:20:22Z,2015-11-05T14:21:24Z,2015-11-05T14:22:24Z,2015-11-05T14:25:24Z"
7463472,9205,269,"16828,16830,32021,32003,2318,16832,41,22857,34540,20108,5731,38268,16981,16964,14470,494,21161,495,19221,496,2343,17392,2337,24426,35807,20476,4036","2015-11-06T19:07:40Z,2015-11-06T19:08:07Z,2015-11-06T19:08:27Z,2015-11-06T19:08:45Z,2015-11-06T19:09:59Z,2015-11-06T19:10:09Z,2015-11-06T19:10:11Z,2015-11-06T19:10:32Z,2015-11-06T19:10:45Z,2015-11-06T19:11:02Z,2015-11-06T19:11:03Z,2015-11-06T19:11:19Z,2015-11-06T19:11:23Z,2015-11-06T19:11:30Z,2015-11-06T19:11:45Z,2015-11-06T19:13:31Z,2015-11-06T19:13:45Z,2015-11-06T19:14:45Z,2015-11-06T19:15:19Z,2015-11-06T19:15:45Z,2015-11-06T19:16:45Z,2015-11-06T19:17:18Z,2015-11-06T19:17:43Z,2015-11-06T19:17:45Z,2015-11-06T19:18:33Z,2015-11-06T19:18:45Z,2015-11-06T19:19:45Z"
2335565,2892,155,"25770,29045,29040,29060,25043,27253,27258,27278","2015-11-06T17:41:44Z,2015-11-06T17:42:14Z,2015-11-06T17:43:14Z,2015-11-06T17:44:13Z,2015-11-06T17:46:36Z,2015-11-06T17:47:09Z,2015-11-06T17:47:15Z,2015-11-06T17:47:45Z"
4490349,5541,189,"34902,21218,21216,3106,21208,21211,21213,21214,22076,29750,22077,22080,33716,22081,25232,1281,22127,32344,3638,22106,19358,5329,25016,753,19463,39706,3440,25588,35069","2015-11-06T23:16:44Z,2015-11-06T23:16:54Z,2015-11-06T23:17:22Z,2015-11-06T23:17:25Z,2015-11-06T23:17:35Z,2015-11-06T23:17:48Z,2015-11-06T23:17:57Z,2015-11-06T23:18:25Z,2015-11-06T23:19:25Z,2015-11-06T23:20:25Z,2015-11-06T23:21:23Z,2015-11-06T23:21:25Z,2015-11-06T23:22:25Z,2015-11-06T23:22:57Z,2015-11-06T23:23:25Z,2015-11-06T23:24:25Z,2015-11-06T23:25:06Z,2015-11-06T23:25:10Z,2015-11-06T23:25:21Z,2015-11-06T23:25:23Z,2015-11-06T23:25:25Z,2015-11-06T23:26:33Z,2015-11-06T23:26:38Z,2015-11-06T23:26:43Z,2015-11-06T23:26:46Z,2015-11-06T23:27:27Z,2015-11-06T23:28:03Z,2015-11-06T23:28:11Z,2015-11-06T23:28:25Z"
10367971,12812,57,"26516,3091,3094,19404,5537,23836,36591,26348,19340,19345,560,23839,23837,558,26346,3985,12630,19343,12572,12637,26336,19449,19448,25486,25497","2015-11-05T09:13:01Z,2015-11-05T09:14:01Z,2015-11-05T09:15:01Z,2015-11-05T09:17:01Z,2015-11-05T09:18:01Z,2015-11-05T09:19:01Z,2015-11-05T09:19:26Z,2015-11-05T09:20:01Z,2015-11-05T09:20:47Z,2015-11-05T09:21:01Z,2015-11-05T09:21:08Z,2015-11-05T09:21:13Z,2015-11-05T09:21:15Z,2015-11-05T09:21:21Z,2015-11-05T09:21:25Z,2015-11-05T09:21:28Z,2015-11-05T09:21:31Z,2015-11-05T09:21:35Z,2015-11-05T09:21:38Z,2015-11-05T09:21:46Z,2015-11-05T09:21:47Z,2015-11-05T09:21:52Z,2015-11-05T09:21:54Z,2015-11-05T09:21:58Z,2015-11-05T09:22:01Z"
15232270,18788,137,"8005,21771,21774,8168,8154,25721,26464,25718,25720,25717,6129,25469,6174,6270,6271,6269,6175,25470,22597,1732,3537,6185,21925,2315,14484,19223,2317,16963,22057,21116,16989,16994,2322,17003,7159,17012,17016,7163,7165,7143,7166,7173,7176,7178,7182,37027,7188,7195,12174,39778,37108,39902,39900,22864","2015-11-05T17:43:23Z,2015-11-05T17:45:48Z,2015-11-05T17:45:51Z,2015-11-05T17:46:51Z,2015-11-05T17:49:23Z,2015-11-05T17:49:25Z,2015-11-05T17:49:51Z,2015-11-05T17:50:41Z,2015-11-05T17:50:51Z,2015-11-05T17:50:58Z,2015-11-05T17:51:05Z,2015-11-05T17:51:12Z,2015-11-05T17:51:19Z,2015-11-05T17:51:34Z,2015-11-05T17:51:51Z,2015-11-05T17:52:02Z,2015-11-05T17:52:11Z,2015-11-05T17:52:16Z,2015-11-05T17:52:25Z,2015-11-05T17:52:36Z,2015-11-05T17:53:04Z,2015-11-05T17:53:32Z,2015-11-05T17:53:40Z,2015-11-05T17:53:52Z,2015-11-05T18:01:52Z,2015-11-05T18:03:23Z,2015-11-05T18:03:52Z,2015-11-05T18:04:52Z,2015-11-05T18:08:52Z,2015-11-05T18:09:27Z,2015-11-05T18:10:52Z,2015-11-05T18:12:52Z,2015-11-05T18:14:00Z,2015-11-05T18:14:52Z,2015-11-05T18:15:52Z,2015-11-05T18:16:52Z,2015-11-05T18:17:52Z,2015-11-05T18:19:29Z,2015-11-05T18:19:52Z,2015-11-05T18:20:42Z,2015-11-05T18:20:52Z,2015-11-05T18:21:12Z,2015-11-05T18:21:52Z,2015-11-05T18:24:06Z,2015-11-05T18:24:09Z,2015-11-05T18:24:37Z,2015-11-05T18:24:52Z,2015-11-05T18:25:31Z,2015-11-05T18:25:52Z,2015-11-05T18:27:52Z,2015-11-05T18:28:25Z,2015-11-05T18:28:30Z,2015-11-05T18:28:35Z,2015-11-05T18:28:52Z"
